Heat Load (W),Heat Flux (W/cmÂ²),Heat Pipe Length,Heat Pipe Diameter,Heat Pipe Width,Heat Pipe Thickness,Evaporator Length,Condenser Length,Adiabatic Length,Working Fluid,Heat Pipe Material,Wick Structure,Wick Material,Fill Ratio,Orientation,Cooling Method,Air Velocity,Ambient Temperature,Maximum Temperature,Average Temperature,Thermal Resistance,Effective Thermal Conductivity,Pressure Drop,Efficiency
37,3.13,300.8,8,,,47.1,149.1,104.6,Acetone,Aluminum,Grooved,Aluminum,54.9,Vertical (Bottom Heat),Natural Convection,0,20.4,20.9,20.6,0.0122,708664,,
155.1,22.34,141.1,10,,,22.1,45.3,73.7,Acetone,Copper,Grooved,Copper,55.3,Vertical (Bottom Heat),Forced Convection,3.1,39.2,40.9,39.8,0.0109,252893,356866218.4,96.1
29.8,1.02,321.8,10,24.5,3.2,93.1,157.8,70.9,Acetone,Copper,Grooved,Copper,69.1,Vertical (Bottom Heat),Natural Convection,0,43.6,43.7,43.6,0.0035,1947706,,95.6
86.8,16.77,128.8,8,22.8,2.2,20.6,48.2,60,Methanol,Copper,Grooved,Copper,40.4,Vertical (Bottom Heat),Natural Convection,0,23.7,25.3,24.4,0.0184,244210,574538445.4,
40.7,3.54,176,8,,,45.8,86.8,43.4,Water,Copper,Grooved,Copper,49.1,Vertical (Bottom Heat),Natural Convection,0,35.9,36.3,36.1,0.0089,631306,,97.9
36.6,10.67,93.4,4,,,27.3,31,35.1,Water,Copper,Grooved,Copper,48.2,Horizontal,Natural Convection,0,23.2,25.1,24.3,0.0512,300175,,
159.6,36.08,94.8,8,,,17.6,38.2,39,Acetone,Aluminum,Grooved,Aluminum,36,Vertical (Bottom Heat),Forced Convection,2.2,29.5,34.1,30.9,0.0286,87397,308002858.8,96.1
107.4,11.4,110,10,43.6,1.8,30,52.3,27.7,Methanol,Aluminum,Grooved,Aluminum,34.5,Vertical (Bottom Heat),Forced Convection,2.2,39,40.6,39.6,0.0146,130099,,
10.1,0.62,326.4,6,10.5,2.7,86.7,106.6,133.1,Acetone,Copper,Grooved,Copper,60.3,Vertical (Bottom Heat),Natural Convection,0,25.9,26,26,0.0081,2992271,,
170.2,9.19,264.4,8,41.9,1.2,73.7,105.3,85.4,Water,Copper,Grooved,Copper,48.9,Horizontal,Natural Convection,0,26.4,27.5,27,0.0062,1619689,,
164,38.61,81.2,8,12.9,3.9,16.9,26.7,37.6,Water,Aluminum,Grooved,Aluminum,37.2,Horizontal,Natural Convection,0,26.4,33.5,30,0.0432,74594,103102829.4,
32.6,2.05,297,8,35.9,1.4,63.4,93.7,139.9,Methanol,Copper,Grooved,Copper,49.1,Vertical (Bottom Heat),Natural Convection,0,24.6,24.8,24.7,0.0071,1739266,514452070.3,
143.9,10.15,215.8,8,15.2,3.3,56.4,95.1,64.3,Water,Aluminum,Grooved,Aluminum,67.1,Vertical (Bottom Heat),Natural Convection,0,40.9,42.7,41.8,0.0123,586954,,95.4
29.6,1.87,303.8,8,,,63,121.2,119.6,Methanol,Copper,Grooved,Copper,61.4,Vertical (Bottom Heat),Natural Convection,0,32.1,32.3,32.2,0.0062,1674887,,
113.5,3.97,313.7,10,,,91,94.7,128,Water,Copper,Grooved,Copper,49.1,Vertical (Bottom Heat),Natural Convection,0,29.8,30.3,30.1,0.0044,2142673,215309140,
156.8,5.89,344.8,10,,,84.7,148.9,111.2,Methanol,Aluminum,Grooved,Aluminum,43.2,Vertical (Bottom Heat),Natural Convection,0,20.4,21.4,20.9,0.0065,1216379,,96.8
136.8,11.06,298.7,8,17.3,2.9,49.2,132.3,117.2,Water,Aluminum,Grooved,Aluminum,44.8,Horizontal,Natural Convection,0,23.1,24.8,23.8,0.0126,760227,,
163.1,46.86,169.6,4,11.4,1.1,27.7,69.6,72.3,Water,Aluminum,Grooved,Aluminum,60.4,Horizontal,Natural Convection,0,22.9,32.8,27,0.0607,339071,,
14,1.85,177.4,8,,,30.1,83.5,63.8,Water,Aluminum,Grooved,Aluminum,53.8,Vertical (Bottom Heat),Natural Convection,0,34.9,35.2,35,0.0199,269728,,96
83.8,27.9,88.7,4,4.8,2.6,23.9,31.4,33.4,Water,Copper,Grooved,Copper,48.4,Anti-Gravity (Top Heat),Forced Convection,3.8,35.7,39.2,37.2,0.0415,249710,159770627,96.5
156.2,16.31,213.6,8,,,38.1,106.5,69,Water,Copper,Grooved,Copper,46.2,Vertical (Bottom Heat),Natural Convection,0,41.8,43.3,42.4,0.0096,676474,,96.6
31.8,5.53,100.2,8,,,22.9,41.9,35.4,Methanol,Aluminum,Grooved,Aluminum,55.2,Horizontal,Natural Convection,0,39.9,40.9,40.4,0.0309,115258,,
38.5,4.92,160.6,10,,,24.9,71.7,64,Methanol,Aluminum,Grooved,Aluminum,69.7,Vertical (Bottom Heat),Forced Convection,2.5,21.3,21.9,21.5,0.0145,176130,,
28.2,2.55,147.5,10,,,35.2,54.4,57.9,Ammonia,Copper,Grooved,Copper,31.1,Horizontal,Forced Convection,3.2,42.1,42.3,42.2,0.0075,385320,,95
128.3,11.22,149.3,10,60.4,1.3,36.4,74.1,38.8,Methanol,Copper,Grooved,Copper,68.3,Vertical (Bottom Heat),Natural Convection,0,22,23,22.4,0.008,364779,,
147.9,5.76,324.2,10,27.1,2.9,81.7,105.5,137,Methanol,Aluminum,Grooved,Aluminum,54.3,Vertical (Bottom Heat),Natural Convection,0,32,33.1,32.6,0.0071,1186670,,96.4
129.2,11.39,202.3,6,,,60.2,66.1,76,Water,Copper,Grooved,Copper,48.8,Horizontal,Natural Convection,0,26.1,27.7,27,0.0125,1259145,,97.4
54.1,9.73,80.7,10,39.3,2,17.7,32.2,30.8,Methanol,Aluminum,Grooved,Aluminum,33.1,Vertical (Bottom Heat),Natural Convection,0,44.4,46.1,45.3,0.0306,62154,,
133.1,24.43,187.3,6,10.9,2.6,28.9,68.7,89.7,Water,Copper,Grooved,Copper,62.6,Horizontal,Natural Convection,0,39.3,41.8,40.4,0.0191,601663,,96.8
163.8,10.99,222.3,8,,,59.3,100.7,62.3,Water,Aluminum,Grooved,Aluminum,32,Horizontal,Natural Convection,0,32.6,34.5,33.5,0.0116,627040,223363754.9,
119.7,9.79,157.6,10,28,2.8,38.9,64.5,54.2,Acetone,Copper,Grooved,Copper,49.7,Vertical (Bottom Heat),Forced Convection,2.3,22.2,23,22.5,0.0067,438924,,
33.1,1.84,230.1,10,23.1,3.4,57.3,101.1,71.7,Acetone,Copper,Grooved,Copper,51.2,Vertical (Bottom Heat),Natural Convection,0,34.2,34.4,34.3,0.0054,921273,,
106.8,12.56,229.3,6,12.3,2.3,45.1,78,106.2,Methanol,Aluminum,Grooved,Aluminum,59.8,Vertical (Bottom Heat),Forced Convection,2.6,35.1,37,35.8,0.0182,671843,,
103.2,9.59,209,8,,,42.8,102,64.2,Water,Aluminum,Grooved,Aluminum,36.8,Horizontal,Natural Convection,0,40.2,41.7,40.8,0.0147,434438,,
66.3,5.38,225.4,10,52.4,1.5,39.2,94.7,91.5,Water,Copper,Grooved,Copper,56.4,Horizontal,Forced Convection,3.8,25.7,26.1,25.8,0.0057,662198,,97.5
79.4,5.42,164.9,10,,,46.6,69,49.3,Methanol,Copper,Grooved,Copper,58,Vertical (Bottom Heat),Natural Convection,0,26.6,27.2,26.9,0.0075,531797,447645938.8,
36.2,3.55,140.1,8,,,40.6,62.7,36.8,Methanol,Copper,Grooved,Copper,34.6,Horizontal,Forced Convection,3.2,39,39.3,39.1,0.0086,450969,,
6.8,0.48,222.1,10,,,45,77.6,99.5,Ammonia,Copper,Grooved,Copper,44.4,Vertical (Bottom Heat),Forced Convection,1.6,30,30,30,0.0056,771296,,95.6
80.5,3.5,310,8,,,91.5,129.2,89.3,Methanol,Aluminum,Grooved,Aluminum,51.5,Vertical (Bottom Heat),Natural Convection,0,37,37.7,37.4,0.0085,1356106,1075432221,
28.9,1.49,309.2,8,16.2,3.1,77.2,118.9,113.1,Ammonia,Copper,Grooved,Copper,68.1,Horizontal,Forced Convection,2.8,34.8,34.9,34.8,0.0046,2047752,,
134.5,12.88,320.9,6,,,55.4,114.9,150.6,Water,Aluminum,Grooved,Aluminum,34,Vertical (Bottom Heat),Forced Convection,2.1,22.5,24.4,23.1,0.014,1160930,,96.4
100.8,12.15,150.9,10,25.3,3.1,26.4,63.4,61.1,Water,Aluminum,Grooved,Aluminum,32.4,Horizontal,Forced Convection,3.4,31.1,32.5,31.5,0.0141,176433,,
173.9,13.94,233.4,10,35.7,2.2,39.7,100.2,93.5,Water,Aluminum,Grooved,Aluminum,34.6,Vertical (Bottom Heat),Natural Convection,0,25.7,27.8,26.6,0.0123,409120,,
50.7,6.04,144.2,10,49.1,1.6,26.7,60.2,57.3,Acetone,Aluminum,Grooved,Aluminum,69.6,Horizontal,Natural Convection,0,39.7,40.7,40.2,0.0188,169419,,
147.9,47.65,116,4,,,24.7,57.2,34.1,Water,Aluminum,Grooved,Aluminum,34,Horizontal,Natural Convection,0,24.4,35.2,29.3,0.073,187608,,
33.7,4.45,105.7,10,22.4,3.5,24.1,46.6,35,Acetone,Copper,Grooved,Copper,49.8,Vertical (Bottom Heat),Forced Convection,1,38.3,38.6,38.4,0.0103,180645,,
12.3,1.88,313.3,4,7,1.8,52.2,134.5,126.6,Water,Copper,Grooved,Copper,35.4,Horizontal,Forced Convection,2.2,23.2,23.4,23.3,0.0152,1964859,132852479.5,
15.5,1.66,170.4,6,13.5,2.1,49.4,60.5,60.5,Acetone,Aluminum,Grooved,Aluminum,52.8,Horizontal,Natural Convection,0,26,26.4,26.2,0.0233,506422,,94.7
87,16.31,126.2,6,25.7,1.1,28.3,44.7,53.2,Methanol,Aluminum,Grooved,Aluminum,66.4,Vertical (Bottom Heat),Forced Convection,2.7,31.6,34.2,32.6,0.0303,225429,,
86.1,5.63,308.8,8,,,60.8,140.2,107.8,Methanol,Copper,Grooved,Copper,69.7,Vertical (Bottom Heat),Natural Convection,0,23.8,24.4,24.1,0.0064,1590438,1257559290,
89.2,11.11,233.1,4,,,63.9,114.9,54.3,Water,Aluminum,Grooved,Aluminum,54.3,Vertical (Bottom Heat),Forced Convection,2.1,26.1,28.2,26.8,0.0236,929295,,
10,0.83,303.2,6,8.8,3.2,64,94.8,144.4,Methanol,Aluminum,Grooved,Aluminum,57.4,Horizontal,Forced Convection,3.8,22.9,23,22.9,0.0133,1271963,,97.4
73.6,5.13,272.8,10,,,45.7,87.4,139.7,Water,Copper,Grooved,Copper,65.7,Vertical (Bottom Heat),Forced Convection,1,28.1,28.5,28.2,0.0056,1004898,149804264.3,
21.9,3.44,88.8,8,,,25.3,29.4,34.1,Methanol,Copper,Grooved,Copper,60.9,Horizontal,Forced Convection,2.4,30.6,30.9,30.7,0.0151,195239,,
24.4,3.19,149.8,6,10.9,2.6,40.6,56.9,52.3,Ammonia,Copper,Grooved,Copper,39.3,Vertical (Bottom Heat),Forced Convection,2.1,30.5,30.8,30.6,0.0127,616541,44123365.9,
85.9,7.29,259.9,8,25.1,2,46.9,124.1,88.9,Acetone,Copper,Grooved,Copper,45.2,Vertical (Bottom Heat),Natural Convection,0,41.8,42.5,42.1,0.0078,1027105,,
12.2,1.58,184.5,8,,,30.8,66.9,86.8,Acetone,Copper,Grooved,Copper,55.6,Horizontal,Natural Convection,0,21.9,22.1,22,0.0128,524652,,
162.6,44.7,110.8,6,,,19.3,52.9,38.6,Water,Copper,Grooved,Copper,68,Anti-Gravity (Top Heat),Forced Convection,2.7,27.9,31.3,28.7,0.0209,216710,185773462.4,
55,3.87,197.7,8,17.3,2.9,56.6,71,70.1,Water,Copper,Grooved,Copper,63,Horizontal,Forced Convection,3.7,21.5,21.9,21.7,0.0066,952261,,
133.8,12.68,156.2,10,,,33.6,56.6,66,Acetone,Copper,Grooved,Copper,33.3,Vertical (Bottom Heat),Forced Convection,1.4,30.9,32,31.4,0.0079,397737,325934199.4,96.7
39.4,5.87,163.8,8,,,26.7,59.7,77.4,Acetone,Copper,Grooved,Copper,58.2,Vertical (Bottom Heat),Forced Convection,1.2,23.5,24,23.7,0.0118,404351,145307826.2,
22.7,0.77,315.9,10,,,93.6,125.7,96.6,Water,Copper,Grooved,Copper,43,Horizontal,Natural Convection,0,21.4,21.5,21.5,0.0036,2058124,,
26.2,1.64,326.2,10,,,50.8,102,173.4,Ammonia,Copper,Grooved,Copper,45.6,Horizontal,Forced Convection,2.7,40.9,41,40.9,0.0046,1352591,,
14.8,0.93,349.9,8,15.2,3.3,63,106.8,180.1,Acetone,Aluminum,Grooved,Aluminum,66.3,Vertical (Bottom Heat),Forced Convection,1.7,37.4,37.5,37.4,0.0092,1239219,,97.2
89,12.43,169.6,8,19.3,2.6,28.5,73.3,67.8,Water,Copper,Grooved,Copper,32.8,Vertical (Bottom Heat),Natural Convection,0,28.4,29.5,28.8,0.0128,425072,,
14.8,3.04,112.1,6,,,25.8,43.1,43.2,Water,Copper,Grooved,Copper,30.3,Horizontal,Forced Convection,3.4,40.5,40.8,40.6,0.0195,301131,,
30.3,1.71,316.4,8,,,70.5,136.2,109.7,Ammonia,Aluminum,Grooved,Aluminum,37.8,Horizontal,Natural Convection,0,35.4,35.7,35.5,0.0095,1115630,,
65.2,2.24,319.2,10,,,92.8,132.4,94,Methanol,Copper,Grooved,Copper,45.6,Vertical (Bottom Heat),Forced Convection,2.9,37.9,38.1,38,0.0031,2042901,,
178.8,15.47,306.8,4,,,92,123.1,91.7,Water,Copper,Grooved,Copper,55.5,Vertical (Bottom Heat),Forced Convection,1.5,41.7,43.7,42.6,0.0111,3137281,813182550.4,
39.3,3.68,315,6,,,56.6,102.7,155.7,Acetone,Aluminum,Grooved,Aluminum,45.9,Vertical (Bottom Heat),Natural Convection,0,39.7,40.4,40,0.0174,1182815,,
80.1,17.32,220.6,4,,,36.8,92,91.8,Water,Copper,Grooved,Copper,69.6,Horizontal,Forced Convection,3.6,23,24.7,23.4,0.0215,983723,498317979.8,
18.9,2.83,162.2,8,,,26.6,50.3,85.3,Acetone,Aluminum,Grooved,Aluminum,41.4,Vertical (Bottom Heat),Natural Convection,0,25.2,25.7,25.4,0.0256,244339,,97.6
101.5,12.24,291.6,6,9.4,3,44,140.4,107.2,Water,Aluminum,Grooved,Aluminum,35.7,Vertical (Bottom Heat),Natural Convection,0,43.6,45.5,44.3,0.0187,779904,,
143.3,26.67,116.7,6,,,28.5,48.5,39.7,Water,Aluminum,Grooved,Aluminum,50.1,Horizontal,Forced Convection,1.5,36.2,40.3,37.7,0.0289,198113,157230428.3,
15.8,2.81,205.2,4,,,44.8,76.7,83.7,Water,Copper,Grooved,Copper,40.4,Vertical (Bottom Heat),Forced Convection,1.5,25,25.3,25.1,0.0209,1107475,,96.7
99.1,3.84,341.2,10,,,82.1,115.3,143.8,Methanol,Aluminum,Grooved,Aluminum,57.3,Vertical (Bottom Heat),Natural Convection,0,37.3,38,37.7,0.007,1254018,1202641827,95
57.2,19.79,90.1,4,4.2,3,23,37.1,30,Water,Copper,Grooved,Copper,35.2,Vertical (Bottom Heat),Natural Convection,0,32.3,35.1,33.7,0.0497,236368,,
96.6,3.81,270.1,10,46.2,1.7,80.8,93.1,96.2,Ammonia,Copper,Grooved,Copper,58.1,Vertical (Bottom Heat),Natural Convection,0,25,25.5,25.3,0.0047,1577369,161532598.8,97.5
105.4,6.07,312,10,52.4,1.5,55.3,93.7,163,Water,Aluminum,Grooved,Aluminum,68.1,Horizontal,Natural Convection,0,30.6,31.7,31.2,0.0101,828052,,
5.7,0.34,315.7,8,,,67.7,138,110,Ammonia,Copper,Grooved,Copper,59,Horizontal,Forced Convection,4,39.5,39.5,39.5,0.0048,1810215,,
55.2,6.44,96.7,10,43.6,1.8,27.3,35.2,34.2,Methanol,Aluminum,Grooved,Aluminum,47.2,Horizontal,Forced Convection,2.7,27.2,28.1,27.5,0.0172,112545,,96.2
20,2.48,143.1,6,,,42.8,45.5,54.8,Methanol,Copper,Grooved,Copper,36.1,Vertical (Bottom Heat),Forced Convection,3.7,35.7,36,35.9,0.0137,636223,203240792.9,
20.4,1.7,179.7,10,20.1,3.9,38.2,82.6,58.9,Methanol,Copper,Grooved,Copper,38.1,Horizontal,Natural Convection,0,25.6,25.8,25.7,0.008,485596,133402376.7,
115.4,21.06,100.8,8,,,21.8,38,41,Water,Aluminum,Grooved,Aluminum,43.4,Horizontal,Forced Convection,1.8,27.5,30.5,28.6,0.0264,114848,,
9,0.89,329.9,4,,,80.9,112.3,136.7,Water,Copper,Grooved,Copper,33.9,Horizontal,Natural Convection,0,35.3,35.4,35.3,0.0159,3230043,,
43,2.89,264.6,10,,,47.4,90.2,127,Ammonia,Aluminum,Grooved,Aluminum,55.1,Vertical (Bottom Heat),Natural Convection,0,23.1,23.6,23.4,0.0113,584928,,
20,3.06,103.1,8,,,26,38.3,38.8,Water,Aluminum,Grooved,Aluminum,50.1,Anti-Gravity (Top Heat),Forced Convection,3.6,34.8,35.2,34.9,0.0224,137069,,
153.1,8.51,323,8,15.7,3.2,71.6,151.7,99.7,Methanol,Copper,Grooved,Copper,61.7,Vertical (Bottom Heat),Forced Convection,1.1,22.9,23.5,23,0.0042,1900370,2190596131,
16.7,1.43,187,10,32.7,2.4,37.3,57.9,91.8,Ammonia,Aluminum,Grooved,Aluminum,33.9,Horizontal,Forced Convection,2.6,21.9,22.1,22,0.012,327711,,
118.1,4.89,333.4,8,31.4,1.6,96,144.6,92.8,Water,Copper,Grooved,Copper,57.3,Vertical (Bottom Heat),Forced Convection,2,34.3,34.7,34.4,0.0035,2570568,,
150.5,12.8,207.3,8,,,46.8,71.4,89.1,Water,Aluminum,Grooved,Aluminum,63.3,Vertical (Bottom Heat),Forced Convection,1.1,43.9,45.8,44.7,0.0123,515395,,
25.4,1.04,333.7,8,17.3,2.9,97.5,130.4,105.8,Water,Copper,Grooved,Copper,67.2,Horizontal,Forced Convection,2.4,45,45.1,45,0.0037,2692190,,
25.5,1.07,329.8,10,,,75.7,158,96.1,Methanol,Copper,Grooved,Copper,50.4,Vertical (Bottom Heat),Forced Convection,3.4,21.3,21.4,21.3,0.003,1717692,,
174.7,12.55,222.9,10,,,44.3,75,103.6,Water,Copper,Grooved,Copper,43.9,Vertical (Bottom Heat),Forced Convection,2.8,39.7,40.7,40.1,0.0056,771059,181274047.4,
87.1,5.59,305.9,8,,,62,149.6,94.3,Acetone,Aluminum,Grooved,Aluminum,54.4,Vertical (Bottom Heat),Forced Convection,3,28.6,29.3,28.8,0.0084,920873,516291151.7,
171.4,26.33,201.8,4,,,51.8,91.6,58.4,Water,Copper,Grooved,Copper,38.7,Vertical (Bottom Heat),Natural Convection,0,39.9,43.6,41.7,0.0214,1153380,530537089.4,
168.1,25.97,127.3,10,,,20.6,57.6,49.1,Water,Copper,Grooved,Copper,37.8,Anti-Gravity (Top Heat),Natural Convection,0,30,32.2,30.9,0.0131,193713,110789114.3,
49.6,6.5,132.4,10,,,24.3,55.2,52.9,Methanol,Aluminum,Grooved,Aluminum,65.4,Vertical (Bottom Heat),Forced Convection,3.1,40.2,41,40.4,0.0164,141808,,95.7
136.7,6.74,258.7,10,,,64.6,79.2,114.9,Water,Copper,Grooved,Copper,33.6,Horizontal,Forced Convection,1.6,41.4,42,41.7,0.0046,1286581,,
150.9,8.44,208.4,10,,,56.9,96.6,54.9,Water,Aluminum,Grooved,Aluminum,56.1,Vertical (Bottom Heat),Forced Convection,2.5,28.1,29.3,28.6,0.0077,472288,159676613.6,
16.7,1.43,167.4,10,,,37.2,53.1,77.1,Methanol,Aluminum,Grooved,Aluminum,55.7,Vertical (Bottom Heat),Forced Convection,2.6,25.1,25.3,25.2,0.0122,286448,,
151.7,10.88,166.3,10,,,44.4,77.4,44.5,Methanol,Aluminum,Grooved,Aluminum,52.9,Vertical (Bottom Heat),Forced Convection,2,26.3,27.8,26.9,0.01,294763,,
68,8.93,157.3,6,9.4,3,40.4,61.9,55,Water,Aluminum,Grooved,Aluminum,49.7,Vertical (Bottom Heat),Natural Convection,0,33.6,35.4,34.5,0.0268,381195,,
156.4,17.05,122.3,10,21.8,3.6,29.2,38.1,55,Methanol,Aluminum,Grooved,Aluminum,68.8,Vertical (Bottom Heat),Natural Convection,0,41.8,45,43.5,0.0204,163045,,
143.6,15.48,262.5,4,,,73.8,114.9,73.8,Water,Copper,Grooved,Copper,62.5,Vertical (Bottom Heat),Natural Convection,0,30.9,33.2,32.1,0.0159,2123779,703321271.3,
156.3,42.31,105.1,6,,,19.6,51.8,33.7,Water,Copper,Grooved,Copper,47,Horizontal,Forced Convection,1.8,26.3,29.6,27.1,0.021,204463,,
84.1,6.66,228.5,10,,,40.2,84.3,104,Water,Aluminum,Grooved,Aluminum,49.3,Vertical (Bottom Heat),Natural Convection,0,29.8,30.8,30.2,0.0124,421359,129868392.1,
171.5,50.92,163,4,9.7,1.3,26.8,65.3,70.9,Water,Aluminum,Grooved,Aluminum,39.1,Horizontal,Natural Convection,0,29.9,40.9,34.6,0.0644,317212,,96.6
83.1,11.86,141.9,10,21.2,3.7,22.3,67,52.6,Methanol,Aluminum,Grooved,Aluminum,49.6,Vertical (Bottom Heat),Forced Convection,1.7,30,31.4,30.4,0.0164,136598,,
58.2,3.85,223.7,10,46.2,1.7,48.1,98,77.6,Methanol,Aluminum,Grooved,Aluminum,34.6,Vertical (Bottom Heat),Forced Convection,1.7,41.6,42.1,41.8,0.0083,456419,,96.2
36.9,6.34,198.6,6,21.7,1.3,30.9,90.4,77.3,Water,Copper,Grooved,Copper,44.6,Horizontal,Natural Convection,0,27.9,28.5,28.1,0.0164,640719,,
139.2,8.72,336.9,6,8.6,3.3,84.7,135.1,117.1,Methanol,Copper,Grooved,Copper,68,Vertical (Bottom Heat),Natural Convection,0,40.9,41.9,41.4,0.0072,2888394,2989597986,
50.7,1.96,332.2,10,,,82.3,125.7,124.2,Acetone,Copper,Grooved,Copper,39.1,Vertical (Bottom Heat),Forced Convection,1,41.6,41.8,41.7,0.0034,2001051,,
84.2,8.87,136.8,10,,,30.2,44.3,62.3,Water,Copper,Grooved,Copper,32.2,Anti-Gravity (Top Heat),Natural Convection,0,40.3,41.3,40.9,0.0116,320531,,
66.7,3.12,323.7,8,19.3,2.6,85.1,146.7,91.9,Water,Copper,Grooved,Copper,47.2,Vertical (Bottom Heat),Natural Convection,0,23.7,24,23.8,0.0048,2221963,,
55,6.64,298.9,4,,,65.9,145.9,87.1,Water,Aluminum,Grooved,Aluminum,36.4,Horizontal,Forced Convection,1.4,25.9,27.1,26.3,0.0216,1287159,430100968.1,
13.7,2.14,169.4,6,7.2,3.9,33.9,76,59.5,Acetone,Aluminum,Grooved,Aluminum,40.5,Horizontal,Forced Convection,2.5,22.2,22.5,22.3,0.0214,344515,,95.1
152.2,12.94,248.5,8,16.2,3.1,46.8,108.5,93.2,Water,Copper,Grooved,Copper,51.6,Horizontal,Natural Convection,0,36.7,37.9,37.2,0.008,1004710,240266221.3,
91.7,3.8,332.8,8,,,96,122.1,114.7,Water,Aluminum,Grooved,Aluminum,34.3,Vertical (Bottom Heat),Natural Convection,0,31.7,32.5,32.2,0.0086,1596084,238730816.3,
128.9,11.82,141.4,10,27.1,2.9,34.7,60.9,45.8,Acetone,Aluminum,Grooved,Aluminum,45.1,Vertical (Bottom Heat),Forced Convection,3.3,37.7,39.3,38.3,0.0121,204554,261213837.6,97.3
155.7,28.29,110.9,6,9.4,3,29.2,48.1,33.6,Water,Aluminum,Grooved,Aluminum,40.8,Anti-Gravity (Top Heat),Forced Convection,1.1,32.6,36.9,34.1,0.0279,187534,,96.7
16.1,7.4,99.6,3,,,23.1,46,30.5,Water,Aluminum,Grooved,Aluminum,31.3,Horizontal,Forced Convection,2.1,30.5,32.5,31.2,0.1219,128022,,97.3
117.4,23.07,242.5,4,,,40.5,118.2,83.8,Water,Copper,Grooved,Copper,31.9,Vertical (Bottom Heat),Forced Convection,2.8,36,38.2,36.5,0.0186,1130834,,
61.9,7.91,197.5,6,,,41.5,62.6,93.4,Methanol,Copper,Grooved,Copper,33.9,Vertical (Bottom Heat),Forced Convection,3.9,43.8,44.6,44.1,0.0126,906797,876863124.5,
77.3,5.6,288.5,6,13.5,2.1,73.2,115.2,100.1,Methanol,Aluminum,Grooved,Aluminum,54.8,Vertical (Bottom Heat),Forced Convection,1.5,40.2,41.1,40.6,0.0116,1263027,,
123.6,12.69,164.5,10,30.2,2.6,31,77.7,55.8,Water,Aluminum,Grooved,Aluminum,49,Horizontal,Forced Convection,3.3,27.2,28.7,27.6,0.0121,215285,,97.3
12.1,0.68,324.3,8,14.8,3.4,70.4,127.4,126.5,Methanol,Copper,Grooved,Copper,57,Horizontal,Forced Convection,3.8,43.3,43.4,43.4,0.0047,1992735,,97.8
138.3,9.08,227.8,10,,,48.5,72.7,106.6,Water,Copper,Grooved,Copper,38.4,Vertical (Bottom Heat),Forced Convection,2.8,39.1,39.8,39.3,0.0054,864578,,96.7
38.6,3.31,181.8,10,46.2,1.7,37.1,75.8,68.9,Acetone,Aluminum,Grooved,Aluminum,44.5,Vertical (Bottom Heat),Natural Convection,0,40.4,40.9,40.6,0.014,292890,,
55.5,13.72,153.7,4,,,32.2,50.8,70.7,Water,Aluminum,Grooved,Aluminum,34.8,Horizontal,Natural Convection,0,28.3,31.6,29.9,0.06,365629,,
21.4,3.85,118.7,8,,,22.1,56.3,40.3,Water,Copper,Grooved,Copper,36.1,Horizontal,Forced Convection,3,38.5,38.8,38.6,0.0132,220763,,
126.3,5.47,308.6,8,,,91.9,107.7,109,Acetone,Aluminum,Grooved,Aluminum,62.4,Vertical (Bottom Heat),Natural Convection,0,36,37.2,36.7,0.0094,1424306,,95.5
83.7,16.82,231,4,,,39.6,113,78.4,Water,Aluminum,Grooved,Aluminum,46.5,Horizontal,Natural Convection,0,34.2,37.7,35.6,0.0414,619997,415052595.8,
110.4,9.96,288.5,8,12.6,4,44.1,115,129.4,Water,Aluminum,Grooved,Aluminum,56.6,Vertical (Bottom Heat),Natural Convection,0,30.5,32.1,31.2,0.0142,684706,,97.9
30.7,2.41,247.5,10,32.7,2.4,40.6,102.2,104.7,Methanol,Copper,Grooved,Copper,47.7,Horizontal,Natural Convection,0,43.6,43.8,43.7,0.0071,761823,,
71.8,12.13,312.5,4,,,47.1,95.4,170,Water,Copper,Grooved,Copper,65.9,Horizontal,Forced Convection,4,30.7,32,31.1,0.0185,1944628,,
66.9,3.97,300,8,,,67,105.5,127.5,Water,Aluminum,Grooved,Aluminum,56.8,Vertical (Bottom Heat),Natural Convection,0,23.1,23.8,23.4,0.0105,1064113,,97.9
43.1,2.15,213.6,10,22.4,3.5,63.9,94.5,55.2,Acetone,Aluminum,Grooved,Aluminum,59.7,Vertical (Bottom Heat),Natural Convection,0,29.6,30,29.8,0.009,540890,131569888.5,97
146.1,9.63,183.8,10,,,48.3,72.5,63,Acetone,Aluminum,Grooved,Aluminum,33.1,Vertical (Bottom Heat),Forced Convection,1.8,42.7,44.1,43.3,0.0097,375373,,95.9
178.8,18.3,173.7,10,65.4,1.2,31.1,86.8,55.8,Water,Copper,Grooved,Copper,56.7,Horizontal,Forced Convection,4,42.9,44.2,43.3,0.007,380493,123555485.1,
153.7,96.31,81.2,4,,,12.7,38.1,30.4,Water,Copper,Grooved,Copper,54.9,Anti-Gravity (Top Heat),Natural Convection,0,20.2,31.8,24.8,0.0757,121280,,
109,24.2,125.6,6,10.1,2.8,23.9,46.6,55.1,Water,Copper,Grooved,Copper,53.1,Horizontal,Natural Convection,0,30.3,32.9,31.5,0.0236,324581,,
104.4,9.91,166.2,8,,,41.9,52.9,71.4,Water,Aluminum,Grooved,Aluminum,68.1,Vertical (Bottom Heat),Natural Convection,0,43,45,44.1,0.0195,369886,116138047.8,
